2018-04-01 11:55:43 INFO  TC01_verifyInvaidLogin:36 - ######### Starting verifybyinvlidlogin test ###########
2018-04-01 11:55:50 INFO  HomePage:37 - clicked on signin link[[ChromeDriver: chrome on XP (dec2759968798bc3c7d37c4c113e6718)] -> xpath: //div[@class='header_user_info']/a]
2018-04-01 11:55:50 INFO  HomePage:39 - Enterted username[[ChromeDriver: chrome on XP (dec2759968798bc3c7d37c4c113e6718)] -> xpath: //input[@id='email']]
2018-04-01 11:55:50 INFO  HomePage:41 - Entered Password[[ChromeDriver: chrome on XP (dec2759968798bc3c7d37c4c113e6718)] -> xpath: //input[@id='passwd']]
2018-04-01 11:55:54 INFO  HomePage:43 - Clicked on Submit button[[ChromeDriver: chrome on XP (dec2759968798bc3c7d37c4c113e6718)] -> xpath: //*[@id='SubmitLogin']]
2018-04-01 11:55:54 INFO  TC01_verifyInvaidLogin:40 - Error Message vlidation failed
2018-04-01 11:55:54 INFO  TC01_verifyInvaidLogin:41 - ######### ending verifybyinvlidlogin test ###########
2018-04-01 13:30:53 INFO  TC02_VerifyRegistration:24 - =============== STARTING verifyregistration TEST ================
2018-04-01 13:30:56 INFO  HomePage:101 - clicked on sign in button
2018-04-01 13:30:56 INFO  HomePage:103 - Entered email address
2018-04-01 13:30:56 INFO  HomePage:105 - Clicked on CreateAccount button
2018-04-01 13:32:26 INFO  TC02_VerifyRegistration:24 - =============== STARTING verifyregistration TEST ================
2018-04-01 13:33:03 INFO  HomePage:101 - clicked on sign in button
2018-04-01 13:33:09 INFO  HomePage:103 - Entered email address
2018-04-01 13:33:24 INFO  HomePage:105 - Clicked on CreateAccount button
2018-04-01 13:33:31 INFO  HomePage:107 - Selected MR radio button
2018-04-01 13:33:34 INFO  HomePage:109 - Entered FirstName
2018-04-01 13:33:36 INFO  HomePage:111 - Entered LastName
2018-04-01 13:33:54 INFO  HomePage:113 - Entered Address1
2018-04-01 13:33:56 INFO  HomePage:115 - City Enetered
2018-04-01 13:40:30 INFO  TC02_VerifyRegistration:24 - =============== STARTING verifyregistration TEST ================
2018-04-01 13:40:34 INFO  HomePage:101 - clicked on sign in button
2018-04-01 13:40:35 INFO  HomePage:103 - Entered email address
2018-04-01 13:40:35 INFO  HomePage:105 - Clicked on CreateAccount button
2018-04-01 13:40:45 INFO  HomePage:108 - Selected MR radio button
2018-04-01 13:40:45 INFO  HomePage:110 - Entered FirstName
2018-04-01 13:40:45 INFO  HomePage:112 - Entered LastName
2018-04-01 13:40:45 INFO  HomePage:114 - Entered Address1
2018-04-01 13:40:45 INFO  HomePage:116 - City Enetered
2018-04-01 13:41:14 INFO  HomePage:119 - Entered State
2018-04-01 13:41:17 INFO  HomePage:121 - Entered ZipCode
2018-04-01 13:41:19 INFO  HomePage:123 - Entered Mobile Number
2018-04-01 13:41:22 INFO  HomePage:126 - Entered Country
2018-04-01 13:41:23 INFO  HomePage:128 - Entered Address2
2018-04-01 13:46:43 INFO  TC02_VerifyRegistration:24 - =============== STARTING verifyregistration TEST ================
2018-04-01 13:46:47 INFO  HomePage:101 - clicked on sign in button
2018-04-01 13:46:47 INFO  HomePage:103 - Entered email address
2018-04-01 13:46:47 INFO  HomePage:105 - Clicked on CreateAccount button
2018-04-01 13:46:57 INFO  HomePage:108 - Selected MR radio button
2018-04-01 13:46:57 INFO  HomePage:110 - Entered FirstName
2018-04-01 13:46:57 INFO  HomePage:112 - Entered LastName
2018-04-01 13:46:58 INFO  HomePage:114 - Entered password
2018-04-01 13:46:58 INFO  HomePage:116 - Entered Address1
2018-04-01 13:46:58 INFO  HomePage:118 - City Enetered
2018-04-01 13:46:58 INFO  HomePage:121 - Entered State
2018-04-01 13:46:58 INFO  HomePage:123 - Entered ZipCode
2018-04-01 13:46:58 INFO  HomePage:125 - Entered Mobile Number
2018-04-01 13:46:58 INFO  HomePage:128 - Entered Country
2018-04-01 13:46:59 INFO  HomePage:130 - Entered Address2
2018-04-01 13:50:35 INFO  HomePage:132 - Clicked on Submit button
2018-04-01 13:53:55 INFO  TC02_VerifyRegistration:24 - =============== STARTING verifyregistration TEST ================
2018-04-01 13:54:04 INFO  HomePage:104 - clicked on sign in button
2018-04-01 13:54:04 INFO  HomePage:106 - Entered email address
2018-04-01 13:54:04 INFO  HomePage:108 - Clicked on CreateAccount button
2018-04-01 13:54:14 INFO  HomePage:111 - Selected MR radio button
2018-04-01 13:54:14 INFO  HomePage:113 - Entered FirstName
2018-04-01 13:54:14 INFO  HomePage:115 - Entered LastName
2018-04-01 13:54:15 INFO  HomePage:117 - Entered password
2018-04-01 13:54:15 INFO  HomePage:119 - Entered Address1
2018-04-01 13:54:15 INFO  HomePage:121 - City Enetered
2018-04-01 13:54:15 INFO  HomePage:124 - Entered State
2018-04-01 13:54:15 INFO  HomePage:126 - Entered ZipCode
